filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
1_mp3_000_1_begin_12.375_end_12.735.wav,0.686484814,0.010153729,1387.813535,2038.346836,3988.352966,0.036987305,-441.9807129,129.3100433,-3.44874239,72.36447144,-21.27923584,42.5831604,-14.80373764,27.48174477,10.12128353,1.031659603,11.08921814,1.509285331,11.51758194,-8.433534622,15.15683937,6.580350876,2.041325808,4.025013924,6.251641273,-3.522578239,0
1_mp3_000_begin_0_end_12.375.wav,0.696194112,0.008900549,1098.241413,1728.102889,2720.874023,0.025832403,-499.5159912,130.1185913,11.66329861,60.41330719,-10.65584183,41.18521881,-3.311115265,29.23452187,18.49855232,2.76643157,16.6740551,3.901642561,10.95579624,-8.890844345,10.93393517,9.930102348,-0.658862293,5.737314701,4.429944515,-4.05273962,0
1_mp3_001_1_begin_16.155_end_16.89.wav,0.690738022,0.011815475,763.891878,1477.86926,1624.411011,0.015258789,-473.9893188,152.3458252,0.353350997,59.0497818,-4.089066982,35.17567825,-4.619659901,24.33862305,10.36540413,6.883322239,9.224770546,0.02319181,10.70911217,-3.398169994,12.33325672,1.832598805,5.545076847,1.782983541,4.993769646,1.224442244,0
1_mp3_001_2_begin_16.89_end_21.27.wav,0.700804293,0.010386341,1724.695737,1993.185797,4123.216886,0.064763849,-425.5332031,130.0898285,-21.84820938,70.35428619,-30.10388756,47.08094406,-16.97380638,34.34759521,16.28293419,2.120267868,16.66491318,3.471045017,14.8350687,-14.78842926,14.69992638,9.554129601,-1.827763796,5.179006577,5.818698406,-5.431721687,0
1_mp3_001_3_begin_21.27_end_21.315.wav,0.481882185,0.01514635,650.676305,1573.350529,915.1611328,0.005859375,-480.4902344,135.0916595,18.12354279,47.9692688,17.65212059,34.68679047,6.367004871,17.47965622,9.714344025,16.52610016,12.75281143,10.373312,11.32885551,-2.378680706,7.449935913,1.989841819,6.936541557,0.736800671,-0.53417778,3.025074959,0
1_mp3_001_4_begin_21.315_end_25.71.wav,0.578789651,0.01191148,1665.743208,1905.639535,3970.5269,0.070632102,-378.2200012,138.6983948,-40.12223816,55.65977478,-29.47942734,37.29333878,-21.21142006,31.24146652,15.57801723,3.441634417,15.64573002,3.439213991,14.26982307,-17.5698967,11.9316721,8.539803505,-2.731142521,6.749806404,5.278656006,-6.674221039,0
1_mp3_001_begin_12.735_end_16.155.wav,0.694740891,0.011034495,1633.901928,1972.690271,3858.437421,0.055301789,-423.7021179,130.0532837,-15.55845737,67.14775848,-26.73562431,44.1566124,-13.39749622,31.42913055,13.61919498,0.861589015,16.9709549,3.033504009,15.59863091,-11.93840313,13.84805775,7.423611164,-1.609238386,5.589892387,4.919249535,-3.198902369,0
1_mp3_002_begin_25.71_end_28.005000000000003.wav,0.596320629,0.012087817,1351.031168,1760.993497,3225.418349,0.043084613,-407.3656006,148.4955139,-29.86684036,57.0280838,-24.25338364,37.00557709,-12.46249294,29.6880722,15.84273148,4.701423645,15.75976276,2.650972366,15.30531788,-15.17180347,11.47232246,9.735861778,-2.97221756,6.688009262,2.653814554,-5.419438839,0
1_mp3_003_begin_28.005000000000003_end_36.80500000000001.wav,0.689379871,0.008937076,1217.951776,1715.413589,2936.758804,0.039329529,-469.8236084,140.2399902,-6.475006104,59.46054459,-13.72705269,37.12017822,-7.006927013,29.80553055,18.48965836,2.981655598,15.72392082,2.381092072,15.06598091,-11.45024109,11.25636101,9.933218956,-3.861109972,6.451106071,1.155913591,-2.318292856,0
1_mp3_004_1_begin_36.89500000000001_end_40.235000000000014.wav,0.658058107,0.011957376,1433.72034,1890.476133,3526.503266,0.051605725,-419.2021179,131.8495636,-8.013113022,58.07946014,-16.55153847,37.68428802,-7.45754528,27.07436371,16.98900223,0.621654928,18.12487793,0.918729126,13.92612362,-8.9614048,9.548649788,8.499034882,-4.864694118,6.560034275,1.673385262,-2.685146809,0
1_mp3_004_begin_36.80500000000001_end_36.89500000000001.wav,0.612306356,0.014759082,1657.442137,1997.447294,4174.749756,0.036865234,-351.486908,137.8087463,-44.26749039,51.08350372,-30.63772392,43.91000366,-13.47662067,34.40383911,15.80828571,0.993643463,20.93579102,6.681505203,16.47503662,-11.17807579,10.1577034,8.184857368,-3.496222496,4.227283001,4.152799129,-7.784571648,0
1_mp3_005_1_begin_51.03500000000001_end_60.81500000000001.wav,0.589345992,0.010651619,1032.279852,1632.626231,2517.377433,0.025117519,-482.6666565,138.9172668,6.995049477,62.29389191,-6.604225159,35.72835159,-2.832229376,28.03512955,18.5320549,2.689985275,15.4344492,3.124959946,14.37699986,-9.978590012,8.253211975,7.004693985,-4.604237556,5.889451981,-0.06472344,-2.93031621,0
1_mp3_005_begin_40.235000000000014_end_51.03500000000001.wav,0.677794695,0.009003625,1434.953235,1893.906704,3635.650635,0.03994315,-458.2998047,133.4345398,-12.62273979,65.68361664,-21.85177612,43.12368393,-11.98821926,32.23705673,16.71209526,2.949344158,18.58008194,3.492292166,17.07842255,-11.96962261,13.57256031,8.226604462,-3.728462934,4.921501637,2.333468914,-1.540234208,0
1_mp3_006_1_begin_63.57500000000001_end_68.105.wav,0.673078895,0.009845383,1418.244428,1937.199517,3686.447249,0.04420629,-439.8609924,135.9517365,-15.18401432,72.64226532,-25.89184761,46.73505783,-14.03916454,31.97912025,14.18417645,3.530736446,15.73752785,1.52301991,14.04741669,-13.9605732,12.53937721,2.462533951,-1.653015256,4.593237877,2.893588066,-4.77440691,0
1_mp3_006_2_begin_68.105_end_69.68.wav,0.672871649,0.012573764,993.649029,1779.378251,2469.140625,0.018614652,-451.8961792,132.0720978,8.245771408,59.26834488,-8.549817085,44.39415359,-4.576964378,22.89103889,8.843995094,4.325961113,12.18535519,-1.969678879,11.28217793,-2.820272446,11.00274086,2.25026989,3.956933737,1.781567216,2.559966564,1.025866747,0
1_mp3_006_begin_60.81500000000001_end_63.57500000000001.wav,0.512933969,0.013657644,1236.873787,1844.738614,3115.675049,0.039078776,-426.2888794,124.7813187,12.20622444,64.52641296,-6.467262745,35.69820404,-5.685811996,21.95676804,14.30294895,3.730173349,13.03881454,1.373541594,12.40989685,-7.591435432,10.30090427,4.07433176,-3.610445976,2.973068476,-0.722441733,-2.486126661,0
2(1)_mp4_000_begin_0_end_0.075.wav,0.630420446,0.00209126,2478.393345,2385.97654,5507.116699,0.058837891,-510.5969849,96.87496185,-22.27706909,76.0647049,-34.34609222,41.59143066,-16.39478874,19.73823357,-4.310991287,11.50215054,7.236498356,-4.240824223,23.18726349,-0.427845359,12.23088646,-8.146917343,7.086623669,-2.779999018,4.688937187,3.389271021,2
2(1)_mp4_001_begin_0.075_end_0.21000000000000002.wav,0.756641686,0.002205513,868.8877803,1375.91555,1824.938965,0.013264974,-606.5038452,169.9230194,-34.77225113,34.5779953,1.29189074,39.64247894,-7.70236063,25.54013062,7.459312439,6.723386765,16.56159973,5.760715485,14.3832922,0.13656646,8.866740227,-10.23318863,3.504788637,-1.532434583,0.854961812,0.585600615,2
2(1)_mp4_002_begin_0.21000000000000002_end_0.8400000000000001.wav,0.69513613,0.001677875,1125.967039,1512.652357,2402.105713,0.027186802,-589.5663452,162.9726257,-43.62331772,43.81319809,-0.725182652,33.33586502,-8.203847885,23.67626953,6.737889767,2.940223694,15.96431828,3.385843039,6.759071827,-0.977706611,7.715382099,-8.510391235,5.094902039,-2.575744867,2.357219696,4.92236948,2
2(1)_mp4_003_begin_0.8400000000000001_end_1.2750000000000001.wav,0.634648263,0.002203266,3405.88594,2403.668659,6078.596577,0.217310855,-491.7365723,91.15261841,-39.0214653,84.63767242,-59.04788971,59.72090912,-45.23846054,36.22500992,7.643054485,18.03818512,5.667694092,3.057359934,26.3361721,-11.39058781,10.81804752,-10.25523663,11.26114368,-12.12874699,11.31937599,-3.442635298,2
2(1)_mp4_004_10_begin_24.57_end_31.515.wav,0.662052095,0.001597631,1413.778833,1808.369037,3356.748519,0.066870905,-601.3204346,146.5027466,-24.05142975,59.19366074,-12.55907345,40.95595551,-17.1210041,32.24486923,13.52734852,9.268942833,10.23705196,0.141689241,12.9672451,-8.159931183,12.36781502,-6.601644516,4.966121674,-3.708754063,-0.032846734,3.858498096,2
2(1)_mp4_004_11_begin_31.515_end_32.31.wav,0.628798068,0.002057807,2793.393569,2442.743772,5930.859375,0.159751674,-516.8152466,109.509552,-33.72095108,82.92214203,-43.53861237,65.36999512,-35.24886322,34.48962402,9.080187798,17.60810852,5.423045158,-3.516325712,17.8523941,-16.48123932,22.28221321,-17.08930397,6.893770695,-4.30394125,-0.84540534,2.026452303,2
2(1)_mp4_004_12_begin_32.31_end_33.39.wav,0.696962178,0.001860891,1052.456311,1519.021322,2364.070811,0.031831782,-579.4719849,165.2911682,-30.85844803,51.94148254,-8.756777763,32.08403015,-12.67996693,27.57762146,12.41259289,5.214492321,10.40663528,2.671324968,8.141530991,-6.505102158,12.66065884,-7.628977776,4.413437843,-3.2809484,-1.851612806,5.007660389,2
2(1)_mp4_004_13_begin_33.39_end_35.25.wav,0.650611281,0.001782606,1947.215134,2000.950733,4181.974712,0.110128838,-554.0015259,133.5572815,-29.70570755,65.87797546,-23.87980652,47.43180466,-24.25300217,30.71955299,12.48014641,9.119555473,10.34518147,-1.545426369,13.34614944,-11.11948967,14.30077171,-8.980074883,4.342768192,-2.478166342,-0.030049492,1.818149924,2
2(1)_mp4_004_14_begin_35.25_end_36.93.wav,0.63466543,0.002204116,2255.830743,2041.4939,4375.234296,0.121456023,-531.8988037,128.0476532,-31.93031311,74.24724579,-37.27161789,56.59186935,-26.72678566,31.91296005,10.01461601,5.907237053,10.63856602,-1.175746083,9.83767128,-7.907364368,15.05835056,-12.00252533,10.05348492,-7.671905518,3.209736109,1.700402141,2
2(1)_mp4_004_15_begin_36.93_end_38.055.wav,0.636383057,0.001962883,1632.106743,1844.049114,3552.758789,0.050731425,-556.3184814,147.3330078,-32.46224213,62.58590698,-27.10554886,50.58602142,-18.62384224,27.03627777,10.87189579,10.63067627,8.861388206,-4.460786819,10.98423576,-7.039334774,12.27850246,-10.0654974,8.117577553,-6.685495853,0.610768199,2.835247517,2
2(1)_mp4_004_1_begin_1.77_end_3.4050000000000002.wav,0.628460348,0.001768536,1280.391292,1679.85291,2741.468733,0.042720471,-560.4334717,162.0022278,-42.92051697,55.55532837,-16.04020691,42.32820892,-19.04376602,31.00307655,5.170741558,7.114040375,13.71167946,-0.773002088,9.390394211,-7.542666912,12.24380016,-7.674579144,5.870935917,-7.843709946,3.144401312,2.632211208,2
2(1)_mp4_004_2_begin_3.4050000000000002_end_5.535.wav,0.703450084,0.001792634,1510.493703,1781.007115,3394.363403,0.066598075,-552.9598389,152.3981628,-43.57856369,58.13999557,-18.73753548,41.76457596,-21.58101845,27.77979469,9.734345436,6.574936867,11.08240223,3.902133465,9.440634727,-7.865737915,13.64899731,-10.11980724,7.689358234,-4.890880108,4.543417454,4.525395393,2
2(1)_mp4_004_3_begin_5.535_end_7.53.wav,0.661007881,0.002071142,1868.347476,1964.636446,4085.837042,0.084432633,-529.9042358,137.52565,-39.53031921,64.85826111,-24.84414101,48.01185226,-23.76718521,30.49549484,5.531338692,7.245724678,10.71548176,3.356034756,14.34997272,-9.224084854,11.14738846,-14.48564529,8.916427612,-4.153595924,2.860835314,2.194978714,2
2(1)_mp4_004_4_begin_7.53_end_7.575.wav,0.738206387,0.002670762,1254.705168,1791.071467,2767.016602,0.013183594,-548.7619019,147.1633301,-34.71112823,55.87574768,-11.64282799,46.18024826,-19.28929138,20.41399193,-1.10674119,1.828378201,7.460905552,6.031620979,13.37512684,-9.425697327,6.656364441,-1.537967086,11.90616608,-5.924624443,3.413547277,4.156989574,2
2(1)_mp4_004_5_begin_7.575_end_8.43.wav,0.680101395,0.001798583,1745.385717,2023.053663,4316.825248,0.069533889,-552.1574707,145.5692291,-34.10640335,58.08608246,-24.27127075,49.61311722,-23.2023468,33.21674728,2.305298567,5.506288052,9.239824295,3.886503935,14.64703655,-11.37035275,15.13055611,-10.68403053,8.731370926,-7.230353355,1.77528882,3.402122259,2
2(1)_mp4_004_6_begin_8.43_end_15.855.wav,0.632855952,0.001702878,2193.050348,1994.59635,4397.908278,0.135238882,-555.6724854,129.2836609,-36.3261795,71.68890381,-35.29810715,48.84157181,-25.59260368,31.96663475,7.79240942,11.31110096,12.90142345,-0.632149994,11.95092869,-10.44574928,13.67490482,-8.391366005,7.406499863,-5.995121002,6.448395729,-1.009615541,2
2(1)_mp4_004_7_begin_15.855_end_19.11.wav,0.662395179,0.002050992,1685.295711,1760.637194,3432.356081,0.095454846,-562.3807373,130.1893768,-23.85902596,59.62550735,-13.71512032,36.18424225,-10.57522011,26.16915894,16.53462982,4.54628849,11.04724407,1.279643774,9.008169174,-3.736957073,8.42918396,-3.687093258,5.80511713,-4.052760601,3.272289753,2.899049759,2
2(1)_mp4_004_8_begin_19.11_end_21.93.wav,0.681259513,0.001815548,1856.438989,1926.244193,3917.65373,0.103704637,-551.2009277,142.8737488,-39.15485382,68.13394165,-27.56416893,46.90189743,-27.22161484,37.58176422,8.972745895,6.777989388,12.37964725,-2.274649858,13.42261028,-7.971083641,11.88309765,-8.158438683,8.744904518,-6.313371181,4.716791153,0.809619248,2
2(1)_mp4_004_9_begin_21.93_end_24.57.wav,0.625824392,0.0020439,1590.913483,1873.017955,3551.278526,0.070578056,-566.5185547,143.8019867,-25.28404045,57.75902939,-19.4736042,46.96185684,-22.24430084,33.80177307,17.32991982,7.576365471,14.26260662,-0.128369287,11.45374203,-9.229481697,13.24171448,-4.752662182,6.991617203,-1.871492743,0.823964298,2.406407118,2
2(1)_mp4_004_begin_1.2750000000000001_end_1.77.wav,0.705712795,0.001867006,1188.709415,1607.188755,2475.339577,0.033291903,-562.901062,162.5653076,-38.81348419,46.16278839,-6.857841492,34.0333786,-17.95909882,26.43730927,9.632910728,4.845466137,12.97300625,2.376269579,12.55268288,-1.565052509,9.343709946,-7.301838398,3.795104265,-4.546563148,1.080052257,2.976648092,2
2(2)_mp4_000_begin_0_end_0.735.wav,0.411778122,0.003817253,1919.149019,2049.936154,4586.572266,0.071365356,-485.0247803,128.3945923,-37.46550369,56.48320007,-38.73529053,73.70021057,-14.37882423,-0.047099441,17.46541023,31.84597778,18.46387482,2.945496082,4.777008057,-14.48266792,8.721057892,-15.80485535,5.227449417,-8.814641953,-6.554863453,-4.744853973,2
2(2)_mp4_001_begin_0.735_end_1.335.wav,0.497197509,0.004922017,1832.312438,1833.659475,4231.688514,0.071664663,-445.9202271,140.3414917,-64.90512085,45.26713181,-43.26758194,69.14735413,-20.43621826,5.511027813,26.80794334,34.98750687,28.3741188,3.695987225,3.458554268,-11.7139473,11.47460938,-10.44084358,7.22386837,-7.989982128,-2.761825562,-0.516323209,2
2(2)_mp4_002_begin_1.335_end_1.665.wav,0.530512154,0.002821457,1866.302745,1906.886977,4516.230469,0.075032552,-493.8009949,143.0735321,-56.9896698,46.11560059,-45.39174271,73.56009674,-18.15773392,2.581009865,23.31315041,27.1080761,23.02010345,-1.397203922,4.83762455,-8.410164833,7.284997463,-9.920625687,5.068054676,-8.439152718,-1.869409919,-1.401447296,2
2(2)_mp4_003_begin_1.665_end_2.055.wav,0.517057478,0.003811863,1916.32923,1913.429778,4596.072208,0.078211167,-470.4724426,140.5995026,-57.91471481,43.31172562,-49.04434586,78.83297729,-20.2169857,0.071407542,29.81069946,33.99628067,30.24739075,-4.16481781,4.261440277,-9.159838676,9.31061554,-12.25126266,1.859444499,-6.299080372,-1.63904047,1.568024397,2
2(2)_mp4_004_begin_2.055_end_2.325.wav,0.483267844,0.005468305,1977.279174,1874.977589,4493.261719,0.07023112,-432.4513245,138.2113647,-60.54681778,44.33593369,-46.48754883,69.17245483,-17.5390873,-5.525407791,34.71696854,27.4639225,22.91086578,2.582360029,-1.430148005,-7.348963261,11.81123447,-11.34039688,3.142844439,-8.344443321,-4.943898678,2.762156725,2
2(2)_mp4_005_begin_2.325_end_2.5650000000000004.wav,0.467583865,0.003434551,1863.275195,2042.733652,4586.572266,0.063787287,-489.266571,135.7031097,-41.9645195,50.72702408,-33.87397766,77.91986847,-21.3331871,8.367975235,19.16584969,20.71449661,22.33379745,5.067097187,-1.561859608,-10.65878296,22.00974274,-10.06085014,6.579181194,-4.759644032,3.455548048,8.172787666,2
2(2)_mp4_006_begin_2.5650000000000004_end_3.1350000000000002.wav,0.649931312,0.002425984,1588.308321,1838.658193,3826.450195,0.054746094,-521.65979,147.9827576,-49.4806366,52.68902206,-26.22657204,54.1811409,-18.24099922,15.76294422,19.65635681,10.86188889,16.55162048,6.222756386,3.783469915,-3.091158867,18.75461388,-10.85949326,6.637254715,-4.191186428,2.318781137,6.427005768,2
2(2)_mp4_007_begin_3.1350000000000002_end_4.575.wav,0.503353238,0.002908039,1220.354559,1569.209288,2881.860352,0.036109561,-539.3314209,162.7657776,-44.60556793,44.71390152,-15.42673492,48.07516098,-14.14269733,18.35657692,20.16189766,12.93697739,18.48310852,3.399628162,5.943853855,-5.738731861,13.99949265,-6.254820347,3.570063114,-3.658148766,-0.040948149,5.16459322,2
2(2)_mp4_008_begin_4.575_end_5.220000000000001.wav,0.477048278,0.003441693,1767.776509,1864.033481,4285.876465,0.075491769,-479.5409546,145.41539,-53.05952072,42.53408051,-30.47273445,64.74111938,-24.90263557,9.410219193,24.35145569,18.011446,18.44236565,-1.932863116,0.231933594,-10.66360378,20.26879883,-13.05774117,0.892038703,-4.403298855,-3.039909124,6.409106255,2
2(2)_mp4_009_1_begin_6.075000000000001_end_6.585000000000001.wav,0.547148407,0.004446993,1090.826871,1363.446594,2149.405185,0.04489968,-473.1782532,184.8204498,-48.49871826,40.19006729,-13.26407433,28.3721447,-13.38162899,24.02907181,12.67006588,0.585098088,7.893950939,0.822387636,14.91094017,0.386962414,5.767343521,-5.501957417,0.915386736,-7.371912956,-0.324551553,2.203267097,2
2(2)_mp4_009_2_begin_6.585000000000001_end_6.870000000000001.wav,0.515260816,0.004112838,2489.99631,2077.195157,4810.186298,0.14855018,-423.990387,130.1154327,-62.16492462,64.30703735,-43.13578415,54.63167953,-40.90987396,33.46708679,7.144343376,7.460484028,11.96268368,5.2171278,10.93014145,-2.690314054,19.56065559,-16.76649094,4.695100784,-8.241353989,4.921248436,-5.284955502,2
2(2)_mp4_009_3_begin_6.870000000000001_end_8.175.wav,0.608952403,0.003341343,1824.875686,1861.339587,4106.797389,0.096465529,-454.7372437,156.4064941,-60.49172211,52.27473068,-43.44789124,53.9378624,-28.80234909,22.26834869,14.59164047,6.65266943,13.00908852,6.658689499,9.996059418,-9.924596786,15.28075981,-13.32464409,7.255237103,-11.3978548,-2.87273097,5.673993587,2
2(2)_mp4_009_4_begin_8.175_end_9.96.wav,0.55299753,0.003678099,1515.111319,1546.985152,2861.100135,0.083240685,-448.4376221,174.6047821,-71.68907166,46.64150238,-38.27824402,38.62335205,-26.40381622,26.23662758,11.0161047,2.703524828,12.28534603,3.529103041,10.80766392,-9.698150635,8.933088303,-9.03497982,6.226121426,-9.699203491,2.459703922,2.459156275,2
2(2)_mp4_009_5_begin_9.96_end_10.47.wav,0.510976851,0.00520172,1216.229555,1552.596892,2483.659224,0.042080966,-459.9244385,171.8359528,-46.38581085,44.06845474,-19.44503593,40.94969177,-19.77915192,23.56573296,12.23143101,9.496341705,15.77519608,5.206544399,9.802014351,-9.403094292,9.217733383,-9.176801682,5.655319214,-7.429947376,0.95144707,8.285467148,2
2(2)_mp4_009_begin_5.220000000000001_end_6.075000000000001.wav,0.442647576,0.003947523,1576.677079,1875.584093,4022.053157,0.047416068,-494.3182983,149.7416229,-44.5455246,47.11936951,-30.3273201,65.7542572,-24.07704735,13.48158455,23.14072418,21.2446785,22.02231979,1.052035332,2.71894598,-11.73505592,19.28074265,-14.02258778,5.366209984,-4.751160622,-2.876961946,8.194332123,2
2(2)_mp4_010_1_begin_10.575000000000001_end_11.295000000000002.wav,0.581187665,0.002959318,2161.912307,1989.839104,4865.158081,0.105285645,-484.5164795,136.0339813,-66.94668579,69.22744751,-35.15309143,68.82441711,-28.33414841,14.72923756,19.03755951,10.50553513,20.16160202,5.033892155,1.215244412,-4.404571056,12.63499165,-11.53487968,8.235364914,-14.82712364,4.921705246,4.905707359,2
2(2)_mp4_010_begin_10.47_end_10.575000000000001.wav,0.42650494,0.002930928,1027.618521,1468.203682,2121.020508,0.022265625,-544.6837158,172.140152,-41.16251373,42.77804947,-9.074178696,35.23718262,-10.89214993,27.17161179,10.8996439,7.344267845,16.67885208,10.35712433,15.70073128,-0.406209469,6.412610054,-8.769428253,1.752178431,-3.196061134,2.248452425,-2.62714982,2
20_mp3_000_begin_0_end_0.36.wav,0.502166271,0.009305233,1270.73502,1279.202365,2674.827576,0.078857422,-401.1577454,189.9892883,-59.79138947,44.72195053,-51.86054611,-0.629176497,9.992947578,51.92809296,-7.705761909,2.357150316,8.834849358,-13.8250618,-6.695775032,-9.126448631,0.618779063,-16.87919235,0.894557893,-11.81740665,7.623037815,3.16622448,2
20_mp3_001_begin_0.36_end_0.72.wav,0.527328551,0.007735249,1308.258599,1357.76398,2762.979126,0.078735352,-402.59375,185.5739441,-53.32957458,50.75061798,-46.63417816,-2.579549313,10.79914761,50.25538254,-6.994904995,4.164378166,8.951072693,-12.16755009,-4.132663727,-6.99151516,1.643913865,-14.91122437,0.454409242,-10.40293503,8.714576721,1.940735579,2
20_mp3_002_begin_0.72_end_1.41.wav,0.575616598,0.006575064,1785.319742,1512.071001,3146.359863,0.137190755,-387.6533203,163.3319702,-82.66786957,69.84352875,-35.25056839,5.258725166,-0.929327786,51.10552216,-10.61224461,11.82926655,0.767718256,-7.916462898,0.771380365,-8.992237091,4.010894299,-17.92518234,7.244699478,-13.83440971,5.266224861,-0.375112742,2
20_mp3_003_begin_1.41_end_1.665.wav,0.541799128,0.01459637,1351.636279,1193.138688,2747.440962,0.090687145,-362.046875,193.3502045,-72.1631546,42.654953,-42.2326889,-19.20845795,11.54699707,55.43917465,-2.476395845,-0.323605359,1.438943028,-13.51422787,3.103079319,-2.669545889,-1.039436698,-12.28481102,4.313364029,-11.74317837,3.835036278,6.793655396,2
20_mp3_004_begin_1.665_end_2.055.wav,0.578718483,0.008592347,1448.565322,1364.571525,2903.182445,0.101505055,-386.6522217,180.2989502,-67.26483154,54.13913345,-44.77510071,-9.383394241,9.065221786,58.50734711,-1.297063947,7.29378891,2.311359167,-11.43585968,3.012282133,-5.987659454,2.219007492,-14.10536861,6.176655293,-10.77180386,6.208350658,6.227162361,2
20_mp3_005_begin_2.055_end_2.4000000000000004.wav,0.487156928,0.006814862,1560.561024,1560.729437,3051.972656,0.09671224,-395.2762146,169.0855408,-67.22745514,48.54632568,-43.0255127,25.16881561,12.54932499,42.08753586,-19.66456413,8.327013969,3.23158288,-2.476242781,14.76091194,-6.781159401,1.994114757,-24.73795891,5.216891289,-3.434897423,2.681007147,-6.163480759,2
21_aac_000_begin_0_end_0.3.wav,0.710080266,0.011775373,1293.175611,1834.550427,3210.103666,0.023061899,-432.3606262,126.1002655,-26.55163765,62.07696915,-11.20504951,24.19232941,-3.405205965,28.96900368,6.917584419,-2.133774042,5.903411865,-1.574966908,16.0079422,0.538412511,9.79661274,-5.28875494,4.980766773,5.93598938,6.958948135,11.04875278,2
21_aac_001_begin_0.3_end_1.125.wav,0.403650075,0.010435662,1469.442149,1816.98496,3510.809326,0.06515842,-380.6518555,155.391983,-24.24097252,44.83314133,-52.48989487,42.10091782,-2.346707821,32.9907074,2.778125525,1.015734673,-5.174550056,-7.063957691,17.94331932,-3.905692577,11.26123905,-11.81383038,-0.815703928,-2.960782051,0.701412261,3.217735291,2
21_aac_002_begin_1.125_end_1.96.wav,0.424110055,0.009834362,1405.450331,1879.198946,3562.8479,0.042331272,-400.565033,154.8568726,-15.16220474,45.534935,-47.7585907,45.21546936,-5.827029705,33.02150345,-2.663142681,3.200182915,2.434671402,-2.926309109,17.46172714,-9.179060936,10.45681381,-9.629858017,3.722169161,-5.680363178,-3.871654034,1.443148613,2
21_aac_003_begin_1.96_end_2.545.wav,0.480458081,0.013515408,1470.530386,1897.987882,3768.724647,0.048170823,-375.1513062,146.0756073,-18.42724228,41.77689743,-44.96172714,41.71692276,-4.287012577,32.39509201,-0.949004591,-2.571211576,7.915361881,4.652122021,15.20746994,-6.680671215,6.347376823,-12.87601376,5.2976861,-1.451746464,2.80624032,5.71994257,2
21_aac_004_begin_2.545_end_3.7.wav,0.42940715,0.007726185,1464.055791,1922.289229,3806.85498,0.044199219,-425.5990906,147.1579132,-20.61676788,56.32804871,-33.42075348,49.57905197,-7.698243618,24.51375961,-5.024841309,-0.984878838,11.90072346,3.757242203,16.48880196,-11.00830364,6.291237354,-7.031096935,8.339495659,-1.148694038,-3.425862074,1.071976304,2
21_aac_006_begin_3.7_end_4.255.wav,0.366764009,0.006966306,1311.336228,1808.223423,3340.786743,0.036885579,-450.1949768,147.9378815,-26.83131218,57.40593338,-27.99454498,50.87187195,5.98936224,27.15236473,-2.910742521,-2.816783905,5.105630398,1.47886622,17.6573391,-10.48137569,7.374351025,-9.559674263,8.642483711,2.710970163,-0.184851691,8.474404335,2
21_aac_007_begin_4.255_end_4.435.wav,0.357924938,0.007176997,1161.439058,1685.200622,2939.282227,0.019348145,-461.332489,155.6246338,-25.18289566,69.4604187,-23.12817764,40.65853882,4.500310898,21.75951576,-2.64943409,-5.352032185,2.136924505,3.571263313,18.0666275,-12.34620762,9.202576637,-12.10126305,0.607010365,1.812825799,-5.29037714,9.387618065,2
21_aac_008_begin_4.435_end_4.795.wav,0.545892537,0.008044939,1261.660375,1809.119408,3415.031433,0.030609131,-440.1168213,151.9472961,-21.06305313,77.67410278,-28.63952255,42.45112228,-4.728644371,18.37076187,1.394219637,-3.154144287,14.00495529,3.904505491,15.81238556,-14.64832306,9.227114677,-6.717977047,4.42421627,4.686539173,-6.419703484,8.287261009,2
21_aac_009_begin_4.795_end_5.305.wav,0.668534338,0.006733112,2909.463115,2291.924735,5672.53085,0.225008878,-366.7884521,128.1853485,-43.89405441,73.66046906,-89.90615082,59.00868988,-24.86633492,42.73949051,-1.425477147,-0.405862808,3.134038687,-3.85470438,19.98286629,-4.058082104,12.31322384,-17.33138466,11.73084164,-5.90324831,7.51966238,3.506729126,2
22(1)_mp4_000_begin_0_end_0.09.wav,0.637647927,0.058499254,706.6506129,1211.074224,1332.366943,0.008544922,-298.1345825,190.3755493,-19.1259613,36.03607178,5.352606773,28.26786995,4.173168659,19.39238358,7.437081337,2.210733175,7.254814625,2.77644372,5.715166092,-0.908084631,7.678307533,-2.327173948,10.17310333,4.098045349,-4.899966717,1.716794968,2
22(1)_mp4_001_begin_0.09_end_0.51.wav,0.665688455,0.031117123,480.5438475,1124.180003,721.9289679,0.008480674,-431.6097717,157.3456879,19.73122597,35.1206398,29.285532,31.53785515,10.37388706,13.61536407,12.81728649,16.22524643,8.620966911,2.511729956,4.739887714,6.863452911,4.557215691,-3.797921896,11.47071266,-0.511644185,0.523077071,0.663559794,2
22(1)_mp4_002_begin_0.51_end_0.765.wav,0.67757076,0.041644402,447.4705818,1025.749676,634.2507102,0.01003196,-434.2688293,165.1166992,24.52485847,49.52426529,35.2865181,13.23335648,10.84252357,21.77042389,5.621975422,16.77603912,2.011840582,3.839413643,15.5466423,-1.841555119,6.947141647,-0.941851377,6.180134296,-1.465952277,-5.19427824,5.542257786,2
